HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	NCBI Gene ID	Ensembl gene ID
HGNC:20294	USPL1	ubiquitin specific peptidase like 1	Approved	C13orf22	bA121O19.1, D13S106E	13q12.3	X59131	NM_005800	10208	ENSG00000132952
HGNC:17223	UST	uronyl 2-sulfotransferase	Approved		2OST	6q25.1	AB020316	NM_005715	10090	ENSG00000111962
HGNC:40802	UST-AS1	UST antisense RNA 1	Approved			6q25.1		NR_038408	100128176	ENSG00000227660
HGNC:40803	UST-AS2	UST antisense RNA 2	Approved			6q25.1		NR_134599	105378047	ENSG00000236591
HGNC:12634	UTF1	undifferentiated embryonic cell transcription factor 1	Approved			10q26.3	AB011076		8433	ENSG00000171794
HGNC:24477	UTP3	UTP3 small subunit processome component	Approved		FLJ23256, DKFZp761F222, SAS10, CRLZ1	4q13.3	AL136590	NM_020368	57050	ENSG00000132467
HGNC:1983	UTP4	UTP4 small subunit processome component	Approved	CIRH1A	NAIC, FLJ14728, KIAA1988, TEX292, CIRHIN	16q22.1	AB075868	NM_032830	84916	ENSG00000141076
HGNC:18279	UTP6	UTP6 small subunit processome component	Approved	C17orf40	HCA66	17q11.2	AF116631	NM_018428	55813	ENSG00000108651
HGNC:24329	UTP11	UTP11 small subunit processome component	Approved	UTP11L	CGI-94	1p34.3	AF151852	NM_016037	51118	ENSG00000183520
HGNC:10665	UTP14A	UTP14A small subunit processome component	Approved	SDCCAG16	NY-CO-16, Utp14	Xq26.1	AF039694	NM_006649	10813	ENSG00000156697
HGNC:20321	UTP14C	UTP14C small subunit processome component	Approved	KIAA0266	2700066J21Rik	13q14.3	D87455	NM_021645	9724	ENSG00000253797
HGNC:25758	UTP15	UTP15 small subunit processome component	Approved		FLJ12787, NET21, FLJ23637	5q13.2	AL831972	NM_032175	84135	ENSG00000164338
HGNC:24274	UTP18	UTP18 small subunit processome component	Approved	WDR50	CGI-48	17q21.33	AF151806	NM_016001	51096	ENSG00000011260
HGNC:17897	UTP20	UTP20 small subunit processome component	Approved		DRIM, 1A6/DRIM	12q23.2	AJ006778	NM_014503	27340	ENSG00000120800
HGNC:28224	UTP23	UTP23 small subunit processome component	Approved	C8orf53	MGC14595	8q24.11		NM_032334	84294	ENSG00000147679
HGNC:28440	UTP25	UTP25 small subunit processome component	Approved	C1orf107, DIEXF	MGC29875, DEF	1q32.2	BC022964	NM_014388	27042	ENSG00000117597
HGNC:12635	UTRN	utrophin	Approved	DMDL	DRP, DRP1	6q24.2	AK023675		7402	ENSG00000152818
HGNC:12636	UTS2	urotensin 2	Approved		UII, U-II, UCN2, PRO1068	1p36.23	AF104118	NM_006786	10911	ENSG00000049247
HGNC:30894	UTS2B	urotensin 2B	Approved	UTS2D	URP, U2B	3q28	AB116021	NM_198152	257313	ENSG00000188958
HGNC:4468	UTS2R	urotensin 2 receptor	Approved	GPR14		17q25.3	AF140631	NM_018949	2837	ENSG00000181408
HGNC:12638	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	Approved		KDM6AL, KDM6C	Yq11.221	AF000994	NM_182660	7404	ENSG00000183878
HGNC:12639	UVO	symbol withdrawn, see [HGNC:1748](/data/gene-symbol-report/#!/hgnc_id/HGNC:1748)	Symbol Withdrawn							
HGNC:12640	UVRAG	UV radiation resistance associated	Approved		VPS38	11q13.5	X99050, AB012958	NM_003369	7405	ENSG00000198382
HGNC:53952	UVRAG-DT	UVRAG divergent transcript	Approved		LOC100506113	11q13.5		NR_144531	100506113	ENSG00000255507
HGNC:29304	UVSSA	UV stimulated scaffold protein A	Approved	KIAA1530		4p16.3	BC021930	NM_020894	57654	ENSG00000163945
HGNC:17729	UXS1	UDP-glucuronate decarboxylase 1	Approved		FLJ23591, UGD, SDR6E1	2q12.2	AK027244	NM_025076.3	80146	ENSG00000115652
HGNC:12641	UXT	ubiquitously expressed prefoldin like chaperone	Approved		ART-27, STAP1, SKP2	Xp11.23	AF092737	NM_153477	8409	ENSG00000126756
HGNC:49239	UXT-AS1	UXT antisense RNA 1	Approved			Xp11.23			100133957	ENSG00000267064
HGNC:25507	VAC14	VAC14 component of PIKFYVE complex	Approved	TAX1BP2	FLJ10305, ArPIKfyve	16q22.1-q22.2	AK056433	NM_018052	55697	ENSG00000103043
HGNC:48605	VAC14-AS1	VAC14 antisense RNA 1	Approved			16q22.1	AK095020, DB487352	NR_034083	100130894	ENSG00000214353
HGNC:58481	VAC14-AS2	VAC14 antisense RNA 2	Approved			16q22.1				ENSG00000260156
HGNC:12642	VAMP1	vesicle associated membrane protein 1	Approved	SYB1	VAMP-1	12p13.31			6843	ENSG00000139190
HGNC:56361	VAMP1-AS1	VAMP1 antisense RNA 1	Approved			12p13.31				ENSG00000276718
HGNC:12643	VAMP2	vesicle associated membrane protein 2	Approved	SYB2	VAMP-2	17p13.1			6844	ENSG00000220205
HGNC:12644	VAMP3	vesicle associated membrane protein 3	Approved		CEB	1p36.23	BC003570	NM_004781	9341	ENSG00000049245
HGNC:12645	VAMP4	vesicle associated membrane protein 4	Approved			1q24.3	AF044310	NM_003762	8674	ENSG00000117533
HGNC:12646	VAMP5	vesicle associated membrane protein 5	Approved			2p11.2	AF054825	NM_006634	10791	ENSG00000168899
HGNC:11486	VAMP7	vesicle associated membrane protein 7	Approved	SYBL1	VAMP-7, TI-VAMP	Xq28 and Yq12	AJ295938	NM_005638	6845	ENSG00000124333
HGNC:12647	VAMP8	vesicle associated membrane protein 8	Approved		EDB, VAMP-8	2p11.2	AF053233	NM_003761	8673	ENSG00000118640
HGNC:53817	VAMP9P	vesicle associated membrane protein 9, pseudogene	Approved		TCONS_00008138	4q21.22			105377307	ENSG00000284516
HGNC:15512	VANGL1	VANGL planar cell polarity protein 1	Approved		STB2	1p13.1	AB075805		81839	ENSG00000173218
HGNC:15511	VANGL2	VANGL planar cell polarity protein 2	Approved		KIAA1215, LTAP, LPP1, STBM, STB1, STBM1, MGC119403, MGC119404	1q23.2	AB033041	NM_020335	57216	ENSG00000162738
HGNC:12648	VAPA	VAMP associated protein A	Approved		hVAP-33, VAP-A	18p11.22			9218	ENSG00000101558
HGNC:12649	VAPB	VAMP associated protein B and C	Approved		VAP-B, VAP-C, ALS8	20q13.32	AF086628		9217	ENSG00000124164
HGNC:12651	VARS1	valyl-tRNA synthetase 1	Approved	VARS2, VARS		6p21.33	BC012808	NM_006295	7407	ENSG00000204394
HGNC:21642	VARS2	valyl-tRNA synthetase 2, mitochondrial	Approved	VARS2L, VARSL	DKFZP434L1435, KIAA1885, G7a	6p21.33	AB067472	NM_020442	57176	ENSG00000137411
HGNC:19964	VASH1	vasohibin 1	Approved	KIAA1036		14q24.3	AB028959	NM_014909	22846	ENSG00000071246
HGNC:53215	VASH1-AS1	VASH1 antisense RNA 1	Approved			14q24.3		NR_104184	100506603	ENSG00000258301
HGNC:55446	VASH1-DT	VASH1 divergent transcript	Approved			14q24.3				ENSG00000258569
HGNC:25723	VASH2	vasohibin 2	Approved		FLJ12505	1q32.3	AK022567	NM_024749	79805	ENSG00000143494
HGNC:18517	VASN	vasorin	Approved	SLITL2		16p13.3	AY358299	NM_138440	114990	ENSG00000168140
HGNC:12652	VASP	vasodilator stimulated phosphoprotein	Approved			19q13.32			7408	ENSG00000125753
HGNC:12653	VAT1	symbol withdrawn, see [HGNC:10934](/data/gene-symbol-report/#!/hgnc_id/HGNC:10934)	Symbol Withdrawn							
HGNC:16919	VAT1	vesicle amine transport 1	Approved		VATI, FLJ20230	17q21.31	U18009	NM_006373	10493	ENSG00000108828
HGNC:29315	VAT1L	vesicle amine transport 1 like	Approved		KIAA1576	16q23.1	AB046796	NM_020927	57687	ENSG00000171724
HGNC:12657	VAV1	vav guanine nucleotide exchange factor 1	Approved	VAV		19p13.3			7409	ENSG00000141968
HGNC:12658	VAV2	vav guanine nucleotide exchange factor 2	Approved			9q34.2			7410	ENSG00000160293
HGNC:12659	VAV3	vav guanine nucleotide exchange factor 3	Approved			1p13.3	AF118886	NM_006113	10451	ENSG00000134215
HGNC:40608	VAV3-AS1	VAV3 antisense RNA 1	Approved	LINC02785		1p13.3	AA425131, BG193383		100873946	ENSG00000230489
HGNC:12660	VAX1	ventral anterior homeobox 1	Approved			10q25.3	AK127095	NM_001112704	11023	ENSG00000148704
HGNC:12661	VAX2	ventral anterior homeobox 2	Approved		DRES93	2p13.3	Y17791		25806	ENSG00000116035
HGNC:12662	VBP1	VHL binding protein 1	Approved		PFD3, PFDN3	Xq28	U56833		7411	ENSG00000155959
HGNC:12663	VCAM1	vascular cell adhesion molecule 1	Approved		CD106	1p21.2	M60335	NM_001078	7412	ENSG00000162692
HGNC:2464	VCAN	versican	Approved	CSPG2	PG-M	5q14.2-q14.3	X15998	NM_004385	1462	ENSG00000038427
HGNC:40163	VCAN-AS1	VCAN antisense RNA 1	Approved			5q14.3			105379054	ENSG00000249835
HGNC:12664	VCF	symbol withdrawn, see [HGNC:11592](/data/gene-symbol-report/#!/hgnc_id/HGNC:11592)	Symbol Withdrawn		CATCH22	22q11.21-q11.23				
HGNC:25918	VCF1	VCP nuclear cofactor family member 1	Approved	FAM104A	FLJ14775	17q25.1	AK027681	NM_032837	84923	ENSG00000133193
HGNC:25085	VCF2	VCP nuclear cofactor family member 2	Approved	CXorf44, FAM104B	FLJ20434	Xp11.21	BC000919	NM_138362	90736	ENSG00000182518
HGNC:12665	VCL	vinculin	Approved		VINC	10q22.2	M33308	NM_003373, NM_014000	7414	ENSG00000035403
HGNC:12666	VCP	valosin containing protein	Approved		IBMPFD, p97, CDC48, TERA	9p13.3	AC004472	NM_007126	7415	ENSG00000165280
HGNC:30897	VCPIP1	valosin containing protein interacting protein 1	Approved		VCIP135, KIAA1850, FLJ23132, DUBA3	8q13.1	AB058753		80124	ENSG00000175073
HGNC:20352	VCPKMT	valosin containing protein lysine methyltransferase	Approved	C14orf138, METTL21D	VCP-KMT	14q21.3	AK023982	NM_024558	79609	ENSG00000100483
HGNC:12667	VCX	variable charge X-linked	Approved		VCX1, VCX10R, VCX-10r, VCX-B1	Xp22.31	AF167081	NM_013452	26609	ENSG00000182583
HGNC:18158	VCX2	variable charge X-linked 2	Approved		VCX-2r, VCX-2R	Xp22.31	AF159127	NM_016378	51480	ENSG00000177504
HGNC:18159	VCX3A	variable charge X-linked 3A	Approved	VCX3	VCX-8r, VCX-8R, VCX-A	Xp22.31	AF159128	NM_016379	51481	ENSG00000169059
HGNC:31838	VCX3B	variable charge X-linked 3B	Approved		VCX-C	Xp22.31			425054	ENSG00000205642
HGNC:12668	VCY	variable charge Y-linked	Approved		BPY1, VCY1A, VCY1	Yq11.221	AF000979	NM_004679	9084	ENSG00000129864
HGNC:31751	VCY1B	variable charge Y-linked 1B	Approved		BPY1B	Yq11.221	BC056508	NM_181880	353513	ENSG00000129862
HGNC:12669	VDAC1	voltage dependent anion channel 1	Approved		MGC111064, PORIN	5q31.1			7416	ENSG00000213585
HGNC:59145	VDAC1-AS1	VDAC1 antisense RNA 1	Approved			5q31.1				ENSG00000309150
HGNC:12671	VDAC1P1	voltage dependent anion channel 1 pseudogene 1	Approved	VDAC1P		Xq21.1	AJ002428		642585	ENSG00000073905
HGNC:12670	VDAC1P2	voltage dependent anion channel 1 pseudogene 2	Approved	VDAC1LP		Xp11.23	AJ012218		10064	ENSG00000213856
HGNC:37478	VDAC1P3	voltage dependent anion channel 1 pseudogene 3	Approved			Xq21.31		NG_013287	100310838	ENSG00000234702
HGNC:12675	VDAC1P4	voltage dependent anion channel 1 pseudogene 4	Approved	VDAC4, VDAC4P		1q25.3	S75651	NG_007502	7418	ENSG00000235060
HGNC:12676	VDAC1P5	voltage dependent anion channel 1 pseudogene 5	Approved	VDAC3, VDAC5P		12q13.2	S75494	NG_000882	10187	ENSG00000270858
HGNC:37481	VDAC1P6	voltage dependent anion channel 1 pseudogene 6	Approved			Yp11.2		NG_002825	359800	ENSG00000231341
HGNC:37482	VDAC1P7	voltage dependent anion channel 1 pseudogene 7	Approved			3p12.3		NG_013290	100310839	ENSG00000213450
HGNC:37483	VDAC1P8	voltage dependent anion channel 1 pseudogene 8	Approved			6q24.2		NG_013291	100310840	ENSG00000229036
HGNC:37484	VDAC1P9	voltage dependent anion channel 1 pseudogene 9	Approved			1q23.1		NG_013292	391106	ENSG00000232366
HGNC:37479	VDAC1P10	voltage dependent anion channel 1 pseudogene 10	Approved			1q41		NG_013293	643536	ENSG00000232809
HGNC:37480	VDAC1P11	voltage dependent anion channel 1 pseudogene 11	Approved			9q22.32		NG_013294	100310841	ENSG00000237679
HGNC:39680	VDAC1P12	voltage dependent anion channel 1 pseudogene 12	Approved			13q13.2			100874289	ENSG00000227254
HGNC:50515	VDAC1P13	voltage dependent anion channel 1 pseudogene 13	Approved			2p21		NG_023558	100420568	ENSG00000232526
HGNC:12672	VDAC2	voltage dependent anion channel 2	Approved			10q22.2	BC000165	NM_003375	7417	ENSG00000165637
HGNC:12673	VDAC2P1	VDAC2 pseudogene 1	Approved	VDAC2P		21q21.1		NG_000899	54015	ENSG00000214976
HGNC:32693	VDAC2P2	VDAC2 pseudogene 2	Approved			12p13.31			643996	ENSG00000255776
HGNC:51931	VDAC2P3	VDAC2 pseudogene 3	Approved			1p12			401959	ENSG00000213262
HGNC:51932	VDAC2P4	VDAC2 pseudogene 4	Approved			2q21.3			100420574	ENSG00000234682
HGNC:54753	VDAC2P5	VDAC2 pseudogene 5	Approved			2p14		NG_016635	729317	ENSG00000172974
HGNC:12674	VDAC3	voltage dependent anion channel 3	Approved		HD-VDAC3	8p11.21	AF038962		7419	ENSG00000078668
HGNC:20722	VDAC3P1	voltage dependent anion channel 3 pseudogene 1	Approved	VDAC3P		14q32.2			341965	ENSG00000271198
HGNC:12677	VDD1	symbol withdrawn, see [HGNC:2606](/data/gene-symbol-report/#!/hgnc_id/HGNC:2606)	Symbol Withdrawn							
HGNC:12678	VDI	vesicular stomatitis virus defective interfering particle suppression	Entry Withdrawn			16				
HGNC:12679	VDR	vitamin D receptor	Approved		NR1I1, PPP1R163	12q13.11	J03258		7421	ENSG00000111424
HGNC:12680	VEGFA	vascular endothelial growth factor A	Approved	VEGF	VEGF-A, VPF	6p21.1	AB021221	NM_001025366	7422	ENSG00000112715
HGNC:12681	VEGFB	vascular endothelial growth factor B	Approved	VRF	VEGFL	11q13.1	BC008818	NM_003377	7423	ENSG00000173511
HGNC:12682	VEGFC	vascular endothelial growth factor C	Approved		VRP, VEGF-C	4q34.3	BC035212	NM_005429	7424	ENSG00000150630
HGNC:3708	VEGFD	vascular endothelial growth factor D	Approved	FIGF	VEGF-D	Xp22.2	AJ000185	NM_004469	2277	ENSG00000165197
HGNC:13639	VENTX	VENT homeobox	Approved	VENTX2	HPX42B	10q26.3	AF068006	NM_014468	27287	ENSG00000151650
HGNC:30900	VENTXP1	VENT homeobox pseudogene 1	Approved		NA88A, CT18	Xp21.3	AF164963	NR_001559	139538	ENSG00000259849
HGNC:30901	VENTXP2	VENT homeobox pseudogene 2	Approved			13q31.1		NG_002909	100287345	ENSG00000215037
HGNC:30902	VENTXP3	VENT homeobox pseudogene 3	Approved			12q21.1		NG_002911	349814	ENSG00000257364
HGNC:30903	VENTXP4	VENT homeobox pseudogene 4	Approved			3p24.1		NG_002906	152101	ENSG00000230465
HGNC:32214	VENTXP5	VENT homeobox pseudogene 5	Approved			8p12		NG_005091	442384	ENSG00000253569
HGNC:32216	VENTXP6	VENT homeobox pseudogene 6	Approved			8q21.11		NG_005090	552879	ENSG00000254105
HGNC:13638	VENTXP7	VENT homeobox pseudogene 7	Approved	VENTX1	HPX42	3p24.3	X74864	NR_002311	391518	ENSG00000236380
HGNC:54910	VENTXP8	VENTX pseudogene 8	Approved			Xp21.3		NG_026809	100421110	ENSG00000230265
HGNC:25735	VEPH1	ventricular zone expressed PH domain containing 1	Approved		FLJ12604, KIAA1692	3q25.31-q25.32	AL713656	NM_024621	79674	ENSG00000197415
HGNC:28325	VESTAR	VEGFC mRNA stability associated lncRNA	Approved	LINC00638	MGC23270	14q32.33		NR_024396	196872	ENSG00000258701
HGNC:12949	VEZF1	vascular endothelial zinc finger 1	Approved	ZNF161	DB1	17q22	D28118		7716	ENSG00000136451
HGNC:32320	VEZF1P1	vascular endothelial zinc finger 1 pseudogene 1	Approved	ZNF161L1, VEZF1L1		3q29		NG_006550	647319	ENSG00000236229
HGNC:18258	VEZT	vezatin, adherens junctions transmembrane protein	Approved		DKFZP761C241	12q22	AF216644	NM_017599	55591	ENSG00000028203
HGNC:54949	VEZTP1	VEZT pseudogene 1	Approved			Xp11.3		NG_006603	100113397	ENSG00000224072
HGNC:12684	VGF	VGF nerve growth factor inducible	Approved		SCG7, SgVII	7q22.1	Y12661	NM_003378	7425	ENSG00000128564
HGNC:12685	VGL	symbol withdrawn, see [HGNC:4857](/data/gene-symbol-report/#!/hgnc_id/HGNC:4857)	Symbol Withdrawn							
HGNC:20985	VGLL1	vestigial like family member 1	Approved		TONDU, TDU	Xq26.3	AF137387	NM_016267	51442	ENSG00000102243
HGNC:20232	VGLL2	vestigial like family member 2	Approved			6q22.1	AY056583	NM_153453	245806	ENSG00000170162
HGNC:24327	VGLL3	vestigial like family member 3	Approved		VGL-3	3p12.1	AF099505	NM_016206	389136	ENSG00000206538
HGNC:28966	VGLL4	vestigial like family member 4	Approved		KIAA0121	3p25.3-p25.2	D50911	NM_014667	9686	ENSG00000144560
HGNC:12686	VGR	symbol withdrawn, see [HGNC:1073](/data/gene-symbol-report/#!/hgnc_id/HGNC:1073)	Symbol Withdrawn			reserved				
HGNC:12687	VHL	von Hippel-Lindau tumor suppressor	Approved		VHL1	3p25.3	L15409	NM_000551	7428	ENSG00000134086
HGNC:30666	VHLL	VHL like	Approved	VHLP	VLP	1q22		NM_001004319	391104	ENSG00000189030
HGNC:12688	VHLP	symbol withdrawn, see [HGNC:30666](/data/gene-symbol-report/#!/hgnc_id/HGNC:30666)	Symbol Withdrawn			1q12				
HGNC:12689	VHR	symbol withdrawn, see [HGNC:3069](/data/gene-symbol-report/#!/hgnc_id/HGNC:3069)	Symbol Withdrawn							
HGNC:50688	VHRT	ventricular heart development associated lncRNA	Approved	LINC01405	MASCC1, RP1-46F2.2	12q24.11	AJ276555		100131138	ENSG00000185847
HGNC:15800	VIAAT	symbol withdrawn, see [HGNC:11018](/data/gene-symbol-report/#!/hgnc_id/HGNC:11018)	Symbol Withdrawn		bA122O1.1	20q11.23				
HGNC:12690	VIL1	villin 1	Approved	VIL	D2S1471	2q35	X12901	NM_007127	7429	ENSG00000127831
HGNC:30906	VILL	villin like	Approved			3p22.2		NM_015873	50853	ENSG00000136059
HGNC:56888	VILMIR	virus inducible lncRNA modulator of interferon response	Approved			17q11.2				ENSG00000277511
HGNC:12692	VIM	vimentin	Approved			10p13	M14144	NM_003380	7431	ENSG00000026025
HGNC:44879	VIM-AS1	VIM antisense RNA 1	Approved			10p13	BC078172	NR_108061	100507347	ENSG00000229124
HGNC:43891	VIM2P	vimentin 2, pseudogene	Approved	VIMP1	lncRNA-CIR, RP11-162L10.1, VIM2, CIR	6q22.32		NG_022326	100130535	ENSG00000286215
HGNC:53736	VINAC1P	vinculin/alpha-catenin family member 1, pseudogene	Approved			2q14.1				ENSG00000283698
HGNC:12693	VIP	vasoactive intestinal peptide	Approved			6q25.2			7432	ENSG00000146469
HGNC:20347	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	Approved	C14orf133	VIPAR, VPS16B, SPE-39, SPE39, hSPE-39	14q24.3	AK022925	NM_022067	63894	ENSG00000151445
HGNC:12694	VIPR1	vasoactive intestinal peptide receptor 1	Approved		VPAC1, RDC1, HVR1, VPAC1R	3p22.1	AH005329	NM_004624	7433	ENSG00000114812
HGNC:40610	VIPR1-AS1	VIPR1 antisense RNA 1	Approved			3p22.1				ENSG00000232354
HGNC:12695	VIPR2	vasoactive intestinal peptide receptor 2	Approved		VPAC2, VPAC2R	7q36.3	CA449700, X95097	NM_003382	7434	ENSG00000106018
HGNC:24500	VIRMA	vir like m6A methyltransferase associated	Approved	KIAA1429	DKFZP434I116, fSAP121	8q22.1	AB037850	NM_015496	25962	ENSG00000164944
HGNC:55531	VIRMA-DT	VIRMA divergent transcript	Approved			8q22.1			101926977	ENSG00000253704
HGNC:12696	VIS1	viral integration site 1	Approved		HIS1, HIS-1	2q14-q21	U56440		7435	
HGNC:12697	VIT	vitrin	Approved			2p22.2	AF063833		5212	ENSG00000205221
HGNC:21491	VKCFD2	symbol withdrawn, see [HGNC:23663](/data/gene-symbol-report/#!/hgnc_id/HGNC:23663)	Symbol Withdrawn			16p12-q21				
HGNC:23663	VKORC1	vitamin K epoxide reductase complex subunit 1	Approved	VKCFD2		16p11.2		NM_024006	79001	ENSG00000167397
HGNC:21492	VKORC1L1	vitamin K epoxide reductase complex subunit 1L1	Approved			7q11.21		NM_173517	154807	ENSG00000196715
HGNC:33182	VKORC1P1	VKORC1 pseudogene 1	Approved			Xp21.3		NG_004115	414355	ENSG00000233243
HGNC:33183	VKORC1P2	VKORC1 pseudogene 2	Approved			1p32		NG_004116	414357	
HGNC:12698	VLDLR	very low density lipoprotein receptor	Approved		CARMQ1, CHRMQ1, VLDLRCH	9p24.2		NM_003383	7436	ENSG00000147852
HGNC:49621	VLDLR-AS1	VLDLR antisense RNA 1	Approved		lincRNA-VLDLR	9p24.2	AK092343, BC004474	NR_015375	401491	ENSG00000236404
HGNC:18085	VMA12	vacuolar ATPase assembly factor VMA12	Approved	TMEM199, C17orf32	VPH2, MGC45714	17q11.2	AY074907	NM_152464	147007	ENSG00000244045
HGNC:22082	VMA21	vacuolar ATPase assembly factor VMA21	Approved	MEAX	XMEA	Xq28	AK096835	NM_001017980	203547	ENSG00000160131
HGNC:28178	VMA22	vacuolar ATPase assembly factor VMA22	Approved	CCDC115	MGC12981, FLJ30131, ccp1	2q21.1	AK054693	NM_032357	84317	ENSG00000136710
HGNC:33803	VMAC	vimentin type intermediate filament associated coiled-coil protein	Approved			19p13.3	BC110802	NM_001017921	400673	ENSG00000187650
HGNC:12699	VMAT1	symbol withdrawn, see [HGNC:10934](/data/gene-symbol-report/#!/hgnc_id/HGNC:10934)	Symbol Withdrawn							
HGNC:12700	VMAT2	symbol withdrawn, see [HGNC:10935](/data/gene-symbol-report/#!/hgnc_id/HGNC:10935)	Symbol Withdrawn							
HGNC:12701	VMCM	symbol withdrawn, see [HGNC:11724](/data/gene-symbol-report/#!/hgnc_id/HGNC:11724)	Symbol Withdrawn							
HGNC:12702	VMD1	vitelliform macular dystrophy, atypical	Entry Withdrawn			8q24.3				
HGNC:12704	VMGLOM	symbol withdrawn, see [HGNC:14373](/data/gene-symbol-report/#!/hgnc_id/HGNC:14373)	Symbol Withdrawn			1p22-p21				
HGNC:30387	VMO1	vitelline membrane outer layer 1 homolog	Approved			17p13.2	AF521892	NM_182566	284013	ENSG00000182853
HGNC:29559	VMP1	vacuole membrane protein 1	Approved	TMEM49	EPG3, TANGO5	17q23.1		NM_030938	81671	ENSG00000062716
HGNC:13548	VN1R1	vomeronasal 1 receptor 1	Approved	VNR19I1	V1RL1, ZVNR1, ZVNH1	19q13.4	AF255342	NM_020633	57191	ENSG00000178201
HGNC:19872	VN1R2	vomeronasal 1 receptor 2	Approved		V1RL2	19q13.42	AF370359	NM_173856	317701	ENSG00000196131
HGNC:19867	VN1R3	vomeronasal 1 receptor 3	Approved		V1RL3, FKSG46	16p11.2	AF336873	NM_174980	317702	ENSG00000180663
HGNC:19871	VN1R4	vomeronasal 1 receptor 4	Approved		V1RL4	19q13.42	AY114733	NM_173857	317703	ENSG00000228567
HGNC:19870	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)	Approved		V1RL5	1q44	AY114735, AY312489	NM_173858	317705	ENSG00000197617
HGNC:13712	VN1R6P	vomeronasal 1 receptor 6, pseudogene	Approved	VNR19I2	ZVNR2, ZVNH2	19q13.42		NG_012999	653753	ENSG00000174677
HGNC:8496	VN1R7P	vomeronasal 1 receptor 7 pseudogene	Approved	ORLP1		21p11.2	AF253314	NG_002218	100132759	ENSG00000275592
HGNC:8497	VN1R8P	vomeronasal 1 receptor 8 pseudogene	Approved	ORLP2		21q11.2		NG_002647	54041	ENSG00000219280
HGNC:20257	VN1R9P	vomeronasal 1 receptor 9 pseudogene	Approved		VN1R22-1P	22q11.1		NG_002459	317691	ENSG00000276400
HGNC:13550	VN1R10P	vomeronasal 1 receptor 10 pseudogene	Approved	VNR6I1P	hs6V1-1p, b24o18.2	6p22.1			387316	ENSG00000220758
